tweets,label,preprocess_tweets
We are paying £1bn for Turkey to join the EU. This cannot continue. What will happen to our #NHS? #VoteLeave https://t.co/W43oW7ZduE,leave,we are paying <number> bn for turkey to join the eu this cannot continue what will happen to our <hashtag> <hashtag> <url>
Who do you trust? The bankers who crashed our economy or leading UK manufacturers? #VoteLeave https://t.co/k4N4pFz9vT,leave,who do you trust the bankers who crashed our economy or leading uk manufacturers <hashtag> <url>
"RT @bbckamal: Cass Business School: Treasury's economic reports ""grossly-exaggerated"" risk of Brexit https://t.co/HX7xzpLr7G #EUref",leave,"rt : cass business school : treasury's economic reports "" grossly-exaggerated "" risk of brexit <url> <hashtag>"
"RT @steve_hawkes: An OAP responds to PM's blast over pension benefits: ""Just because we are old does not mean we have lost our brains!""",stay,"rt : an oap responds to pm's blast over pension benefits : "" just because we are old does not mean we have lost our brains """
"RT @EuroGuido: Stephen Kelly CEO of Britain's £6 billion Sage accounting software giant says Brexit will have ""little impact"" on British bu…",leave,"rt : stephen kelly ceo of britain's <number> billion sage accounting software giant says brexit will have "" little impact "" on british bu …"
RT @Vote_LeaveMedia: .@UKLabourIN admit there's no chance of getting net migration down to the tens of thousands inside the EU #VoteLeave h…,leave,rt : admit there's no chance of getting net migration down to the tens of thousands inside the eu <hashtag> h …
Boris: If you want an immigration system that doesn't discriminate on basis of nationality but on skills #VoteLeave https://t.co/lqqJzQ7Wbq,leave,boris : if you want an immigration system that doesn't discriminate on basis of nationality but on skills <hashtag> <url>
RT @AndrewSparrow: Boris Johnson says Remain's 'relaunch with Gordon Brown' is a 'measure of desperation' - https://t.co/f2KBTwOAsO,leave,rt : boris johnson says remain's ' relaunch with gordon brown ' is a ' measure of desperation ' - <url>
It is official Government policy for Turkey to join the EU. We’re even paying for it. #VoteLeave,leave,it is official government policy for turkey to join the eu we ’ re even paying for it <hashtag>
"RT @TonyParsonsUK: Gordon Brown calling a Labour voter ""a bigoted woman"" for DARING to raise the subject of immigration. #VoteLeave https:/…",leave,"rt : gordon brown calling a labour voter "" a bigoted woman "" for daring to raise the subject of immigration <hashtag> https : / …"
Record investment confounds IN campaign’s attempts to talk down economy #VoteLeave #TakeControl https://t.co/2oExNZItnJ,leave,record investment confounds in campaign ’ s attempts to talk down economy <hashtag> <hashtag> <url>
In 2014 the EU demanded that we pay an extra £1.7bn &amp; we were forced to pay. We'll pay more if we stay. #VoteLeave https://t.co/X0Hou3IL6q,leave,in <number> the eu demanded that we pay an extra <number> bn amp ; we were forced to pay we'll pay more if we stay <hashtag> <url>
"RT @mattholehouse: Gordon Brown was meant to be in Brussels with Juncker today. Cancelled, catching hosts off guard. Remain camp panic?",stay,rt : gordon brown was meant to be in brussels with juncker today cancelled catching hosts off guard remain camp panic
"RT @MustBeRead: Brexit will put the British people back in control, writes @SteveHiltonx https://t.co/OZNd4qlCMH",stay,rt : brexit will put the british people back in control writes <url>
"RT @BorisJohnson: When it comes to the single market, you don't have to be in it to win it: https://t.co/5zeNpJv3Cc",stay,rt : when it comes to the single market you don't have to be in it to win it : <url>
RT @wallaceme: Labour fear they're losing working class voters over immigration. So they deploy the man famous for dismissing such voters a…,leave,rt : labour fear they're losing working class voters over immigration so they deploy the man famous for dismissing such voters a …
"RT @PolhomeEditor: On the up side for Remain, maybe no Labour voters were listening to the Today programme when Gordon Brown was on.",stay,rt : on the up side for remain maybe no labour voters were listening to the today programme when gordon brown was on
"RT @JuliaHB1: If Remain think Gordon Brown is their saviour, they are utterly deluded. His @BBCRadio4 #Today prog interview was a total car…",stay,rt : if remain think gordon brown is their saviour they are utterly deluded his <hashtag> prog interview was a total car …
"RT @montie: Brown says illegal immigration is real problem. As out of touch as ever. Net legal immigration of 333,000 without upper limit i…",leave,rt : brown says illegal immigration is real problem as out of touch as ever net legal immigration of <number> without upper limit i …
RETWEET: Lifelong eurosceptic @jeremycorbyn slams the EU for being undemocratic #VoteLeave #TakeControl https://t.co/vaTUIsKxGZ,leave,retweet : lifelong eurosceptic slams the eu for being undemocratic <hashtag> <hashtag> <url>
Diplomats write “1.8 million Kosovars” are “a drop in that larger ocean” by comparison to Turkish accession to EU: https://t.co/PRw9EghXs1,leave,diplomats write “ <number> million kosovars ” are “ a drop in that larger ocean ” by comparison to turkish accession to eu : <url>
RT @matthew_elliott: Fans of @DanHannanMEP will enjoy this video. He's a great debater and one of the best @vote_leave speakers - https://t…,leave,rt : fans of will enjoy this video he's a great debater and one of the best speakers - <url> …
RT @faisalislam: Powerful piece by influential EUrope connected @AmbroseEP ... On why he's out - eurozone mess &amp; sovereignty https://t.co/H…,stay,rt : powerful piece by influential europe connected <elong> on why he's out - eurozone mess amp ; sovereignty <url> …
RT @EuroGuido: READ: LEAKED TURKEY CABLES IN FULL https://t.co/3UQMewvnNl https://t.co/V1sE6lDpAX,stay,rt : rea <smile> leaked turkey cables in full <url> <url>
"RT @SunPolitics: More than 100,000 Turks a year will flock to Britain after it joins EU say Migration Watch: https://t.co/uKbscF9WpW https:…",leave,rt : more than <number> turks a year will flock to britain after it joins eu say migration watch : <url> https : …
"Tomorrow's Telegraph front page: Turkey joining the EU will mean an extra 100,000 people coming to the UK every year https://t.co/zCGKRzSkNc",stay,tomorrow's telegraph front page : turkey joining the eu will mean an extra <number> people coming to the uk every year <url>
Tomorrow's Daily Mail front page: Fury over plot to let 1.5m Turks into Britain #VoteLeave https://t.co/u05EkppSql,leave,tomorrow's daily mail front page : fury over plot to let <number> m turks into britain <hashtag> <url>
BREAKING: more leaked docs reveals the European Commission plotted to “slipstream” visa liberalisation for Kosovo: https://t.co/PRw9EghXs1,leave,breaking : more leaked docs reveals the european commission plotted to “ slipstream ” visa liberalisation for kosovo : <url>
"Boris Johnson: ""Remainers have nothing to say on immigration. Their mouths just open &amp; shut, wordlessly"" #VoteLeave https://t.co/Ey3zgzoJHT",leave,"boris johnson : "" remainers have nothing to say on immigration their mouths just open amp ; shut wordlessly "" <hashtag> <url>"
WATCH: Michael Gove says the British Government is 'actively working towards' Turkey joining the EU #TakeControl https://t.co/biyZYKHKJE,leave,watch : michael gove says the british government is ' actively working towards ' turkey joining the eu <hashtag> <url>
Michael Gove reveals how his upbringing and education persuaded him that the EU was a flawed institution #VoteLeave https://t.co/XeOJsiHc4r,leave,michael gove reveals how his upbringing and education persuaded him that the eu was a flawed institution <hashtag> <url>
RT @HenrySmithMP: Leaked Foreign Office document reveals that the Government are preparing to allow 1m Turkish citizens into the UK. https:…,stay,rt : leaked foreign office document reveals that the government are preparing to allow <number> m turkish citizens into the uk https : …
WATCH: This is what @jeremycorbyn says about the European Union. Let's #VoteLeave on 23 June and take back control. https://t.co/nQZptnSzFk,leave,watch : this is what says about the european union let's <hashtag> on <number> june and take back control <url>
"Boris Johnson: ""It was only a few months ago that the PM was saying we would thrive mightily outside the EU. He was right first time.""",stay,"boris johnson : "" it was only a few months ago that the pm was saying we would thrive mightily outside the eu he was right first time """
"Boris Johnson: ""2,500 new EU laws are imposed on us every year, costing £600 million a week for business"" #VoteLeave https://t.co/K63PkUk1lh",leave,"boris johnson : "" <number> new eu laws are imposed on us every year costing <number> million a week for business "" <hashtag> <url>"
WATCH: The only way to save our #NHS is to #VoteLeave on 23 June https://t.co/cmWJacp4H8,leave,watch : the only way to save our <hashtag> is to <hashtag> on <number> june <url>
"Boris Johnson: ""How can we control the rate – 333,000 net last year, a city the size of Newcastle – as long as we are in the EU?"" #VoteLeave",leave,"boris johnson : "" how can we control the rate – <number> net last year a city the size of newcastle – as long as we are in the eu "" <hashtag>"
"Boris Johnson: ""We are being bullied and brow-beaten into remaining in this failing system – and I think the public can see through it""",stay,"boris johnson : "" we are being bullied and brow-beaten into remaining in this failing system – and i think the public can see through it """
"Boris: ""The EU is different nations bound together by a centralised bureaucracy that ordinary people can neither understand nor vote out""",stay,"boris : "" the eu is different nations bound together by a centralised bureaucracy that ordinary people can neither understand nor vote out """
"Boris Johnson: ""The Remain camp has failed to answer the fundamental question. How can we control immigration as long as we are in the EU?""",stay,"boris johnson : "" the remain camp has failed to answer the fundamental question how can we control immigration as long as we are in the eu """
"Boris Johnson: When it comes to the single market, you don't have to be in it to win it #VoteLeave #EUref https://t.co/K63PkUk1lh",leave,boris johnson : when it comes to the single market you don't have to be in it to win it <hashtag> <hashtag> <url>
"RT @PennyMordauntMP: Remain have underestimated British common sense, courage &amp; confidence in their country. @vote_leave @Daily_Express htt…",stay,rt : remain have underestimated british common sense courage amp ; confidence in their country <elong> htt …
RT @roxley: IN campaign in crisis. Seeking to relaunch tomorrow with 'positive' message. Problem is their dossier is two pages &amp; looks cobb…,stay,rt : in campaign in crisis seeking to relaunch tomorrow with ' positive ' message problem is their dossier is two pages amp ; looks cobb …
"PM said he would limit immigration, but the only way we can do that is to #VoteLeave https://t.co/RoiFe1anax",leave,pm said he would limit immigration but the only way we can do that is to <hashtag> <url>
RT @bbclaurak: A Vote Leave trawler - Who knew! Excl interview later on @bbcnews with Gove on how EU drove his Dad's business under https:/…,stay,rt : a vote leave trawler - who knew excl interview later on with gove on how eu drove his dad's business under https : / …
"After we #VoteLeave we can take back control of our money, our economy, our borders, our security and our taxes. https://t.co/nSEcy3X5uT",leave,after we <hashtag> we can take back control of our money our economy our borders our security and our taxes <url>
"RT @EuroGuido: NEW LEAKED CABLES: 1.8 Million Migrants Would Be ""A Drop in the Ocean"" Compared to Turkey https://t.co/ZxiSWmWMmp https://t.…",leave,"rt : new leaked cables : <number> million migrants would be "" a drop in the ocean "" compared to turkey <url> <url> …"
"RT @EuroGuido: LEAKED CABLE: Diplomats believe 1.8 million Kosovans ""drop in the ocean"" compared to Turkey https://t.co/ZxiSWmWMmp https://…",leave,"rt : leaked cable : diplomats believe <number> million kosovans "" drop in the ocean "" compared to turkey <url> https : / / …"
RETWEET: Who do you trust? Bankers who crashed our economy or leading UK manufacturers? #VoteLeave #TakeControl https://t.co/Xvp6SWNV1v,leave,retweet : who do you trust bankers who crashed our economy or leading uk manufacturers <hashtag> <hashtag> <url>
Cameron's Turkey claims are the height of duplicity. Safer to #VoteLeave and #TakeControl https://t.co/pYFkhSXuSp,leave,cameron's turkey claims are the height of duplicity safer to <hashtag> and <hashtag> <url>
"RT @SkyMurnaghan: .@LiamFoxMP says that personal attacks have made the Remain campaign look ""desperate"" #Murnaghan https://t.co/gwHd8oHUhe",stay,"rt : says that personal attacks have made the remain campaign look "" desperate "" <hashtag> <url>"
British diplomats secretly discussed granting visa-free travel to UK for 1 million Turks: https://t.co/LLSKuNVkvw https://t.co/3rknKWgxtX,stay,british diplomats secretly discussed granting visa-free travel to uk for <number> million turks : <url> <url>
Boris Johnson on David Cameron’s renegotiation with Brussels: “They treated us very contemptuously. The deal delivered nothing.” #VoteLeave,leave,boris johnson on david cameron ’ s renegotiation with brussels : “ they treated us very contemptuously the deal delivered nothing ” <hashtag>
"Turkey visa move suggested by UK diplomat, papers show https://t.co/AJShES2WMw",stay,turkey visa move suggested by uk diplomat papers show <url>
Labour MP @GiselaStuart is concerned about uncontrolled immigration. We must #TakeControl and #VoteLeave https://t.co/h7R6gzdTFJ,leave,labour mp is concerned about uncontrolled immigration we must <hashtag> and <hashtag> <url>
".@JohnMannMP: 'We don't know what will happen in 10, 20 or 30 years time.' Only way to control immigration is to #VoteLeave #bbcsp",leave,: ' we don't know what will happen in <number> <number> or <number> years time ' only way to control immigration is to <hashtag> <hashtag>
".@JohnMannMP 'The EU is broken, can we fix it from within? No...the structures of the EU don't allow change to take place.' #bbcsp",stay,' the eu is broken can we fix it from within nothe structures of the eu don't allow change to take place ' <hashtag>
Revealed on #bbcsp - there is a special task force dedicated to postponing post-Brexit regulations that would be unpopular in UK! #VoteLeave,leave,revealed on <hashtag> - there is a special task force dedicated to postponing post-brexit regulations that would be unpopular in uk <hashtag>
Andrew Marr disgracfully refused to ask Cameron about the Sunday Times story despite having the documents - #Marr in full campaign mode,stay,andrew marr disgracfully refused to ask cameron about the sunday times story despite having the documents - <hashtag> in full campaign mode
"More bombshell leaks coming, clear Cameron is lying through his teeth on Turkey/Kosovo/immigration/terrorism etc",leave,more bombshell leaks coming clear cameron is lying through his teeth on turkey / kosovo / immigration / terrorism etc
The full documents from Sunday Times story will shortly be posted on our website #VoteLeave,leave,the full documents from sunday times story will shortly be posted on our website <hashtag>
RT if you agree with @JohnMannMP that immigration should be fair and controlled #VoteLeave #bbcsp https://t.co/Pz0XMCxRuN,leave,rt if you agree with that immigration should be fair and controlled <hashtag> <hashtag> <url>
RT @DouglasCarswell: .@MaryCreaghMP confirms that she wants unlimited EU migration after June 23rd.  Vote to stop it. @vote_leave,stay,rt : confirms that she wants unlimited eu migration after june <number> rd vote to stop it
RT @wallaceme: It turns out the Deputy Director of the Remain campaign has been encouraging this kind of vandalism. https://t.co/iPmTZEhF7R,stay,rt : it turns out the deputy director of the remain campaign has been encouraging this kind of vandalism <url>
"RT @matthew_elliott: Chris Grayling warns that ""more Europe is on the way if Britain votes to Remain"" - extra regulations &amp; more power tran…",leave,"rt : chris grayling warns that "" more europe is on the way if britain votes to remain "" - extra regulations amp ; more power tran …"
We buy more from Europe than they buy from us. When we #VoteLeave trade will continue #bbcsp,leave,we buy more from europe than they buy from us when we <hashtag> trade will continue <hashtag>
Grayling on #bbcsp 'It was only 6 months ago he said if we left EU our economy would do well' #VoteLeave #TakeControl,leave,grayling on <hashtag> ' it was only <number> months ago he said if we left eu our economy would do well ' <hashtag> <hashtag>
#Marr ignored it but this is very important from @ShippersUnbound - Leaked UK plan to open doors for 1 million Turks https://t.co/guYUCWJfzo,stay,<hashtag> ignored it but this is very important from - leaked uk plan to open doors for <number> million turks <url>
Our Chair Labour MP @GiselaStuart would disagree with you @johnmcdonnellMP. This is a cross-party campaign. #Peston,leave,our chair labour mp would disagree with you this is a cross-party campaign <hashtag>
RT @ShippersUnbound: Andrew Marr asks Cameron about Turkey but fails to mention the foreign office memos leaked to The Sunday Times. Unbeli…,stay,rt : andrew marr asks cameron about turkey but fails to mention the foreign office memos leaked to the sunday times unbeli …
RT @timothy_stanley: Now Cameron blackmails pensioners. Project Fear has become Project Frightened | via @telegraph https://t.co/yENwdPI0Mi,leave,rt : now cameron blackmails pensioners project fear has become project frightened via <url>
It's not a 'Tory Brexit'. It's a democratic decision undertaken by the British people - many of whom are Labour supporters. #Peston,stay,it's not a ' tory brexit ' it's a democratic decision undertaken by the british people - many of whom are labour supporters <hashtag>
With enthusiasm like this from Corbyn it's no wonder Labour voters don't know if their party supports the EU #peston https://t.co/LUZ7gFJiVu,leave,with enthusiasm like this from corbyn it's no wonder labour voters don't know if their party supports the eu <hashtag> <url>
Here's what @jeremycorbyn has to say about the EU. Labour voters will #VoteLeave #peston https://t.co/45TQAS3ZIB,leave,here's what has to say about the eu labour voters will <hashtag> <hashtag> <url>
Labour veteran Dennis Skinner doesn't believe workers' rights are at risk after we #VoteLeave #peston https://t.co/HK2cq0Nhoo,leave,labour veteran dennis skinner doesn't believe workers ' rights are at risk after we <hashtag> <hashtag> <url>
.@johnmcdonnellMP: 'I don't like the institutions of the European Union'. #VoteLeave #Peston,leave,: ' i don't like the institutions of the european union ' <hashtag> <hashtag>
.@SuzanneEvans1: Pensions scare is just another bullying attempt from 'IN' campaign. #Peston,leave,: pensions scare is just another bullying attempt from ' in ' campaign <hashtag>
Labour voters are going to #VoteLeave. @jeremycorbyn has been a strong supporter of leaving the EU for years. #Peston,leave,labour voters are going to <hashtag> has been a strong supporter of leaving the eu for years <hashtag>
PM refused to say if he'd veto Turkey joining EU.That's because he wants them to join...and Macedonia &amp; Serbia #Marr https://t.co/qJbEzfO04t,leave,pm refused to say if he'd veto turkey joining euthat's because he wants them to joinand macedonia amp ; serbia <hashtag> <url>
"When we #VoteLeave, we can implement an Australian style point-based system: https://t.co/XEGYbZsZHV https://t.co/pSQr3w9MNw",leave,when we <hashtag> we can implement an australian style point-based system : <url> <url>
The 'IN' campaign has NO plan for controlling immigration. What will happen to our #NHS if we stay in the EU? #VoteLeave #Marr,stay,the ' in ' campaign has no plan for controlling immigration what will happen to our <hashtag> if we stay in the eu <hashtag> <hashtag>
"If Turkey isn't joining the EU, why do we have a dedicated team in Ankara? #Marr https://t.co/uyQgUT1JB2 https://t.co/YEmgRh6ubC",stay,if turkey isn't joining the eu why do we have a dedicated team in ankara <hashtag> <url> <url>
"PM: 'It's a challenge to control immigration.' We agree, but what's your plan? And what happens when Turkey joins the EU? #Marr",stay,pm : ' it's a challenge to control immigration ' we agree but what's your plan and what happens when turkey joins the eu <hashtag>
We are giving more than £1 billion to Turkey so that they can join the EU #Marr #VoteLeave https://t.co/OWseyX1ZTw https://t.co/SqA8ue4Y4H,leave,we are giving more than <number> billion to turkey so that they can join the eu <hashtag> <hashtag> <url> <url>
Cameron didn't get what he asked for in welfare reform during renegotiation. Another broken manifesto promise #Marr,stay,cameron didn't get what he asked for in welfare reform during renegotiation another broken manifesto promise <hashtag>
"Here's one ""expert"" who wants Turkey to join the EU #Marr https://t.co/RjQqou6g8Y",stay,"here's one "" expert "" who wants turkey to join the eu <hashtag> <url>"
Cameron lying again on saying EU migrants must leave if they don't have a job within 6 months. EU law forbids this #Marr #VoteLeave,stay,cameron lying again on saying eu migrants must leave if they don't have a job within <number> months eu law forbids this <hashtag> <hashtag>
PM is talking Britain down. Europe needs our business - and the rest of the world are eager to trade with us! #VoteLeave #Marr,leave,pm is talking britain down europe needs our business - and the rest of the world are eager to trade with us <hashtag> <hashtag>
"David Cameron told #Marr in 2013 that if we left the EU 'of course the trading would continue"". What's changed? #VoteLeave",leave,"david cameron told <hashtag> in <number> that if we left the eu ' of course the trading would continue "" what's changed <hashtag>"
Cameron claims he's running a positive campaign - has he not read the papers this morning?! #ProjectFear #ProjectThreat #Marr,stay,cameron claims he's running a positive campaign - has he not read the papers this morning <hashtag> <hashtag> <hashtag>
Bankers or manufacturers - who do you trust? #Marr #VoteLeave https://t.co/H66AJ7Hmwo,leave,bankers or manufacturers - who do you trust <hashtag> <hashtag> <url>
The British people simply cannot trust Cameron on immigration. #Marr #VoteLeave https://t.co/G5rBzgbDy1,leave,the british people simply cannot trust cameron on immigration <hashtag> <hashtag> <url>
Europe is not the only market in the world. In fact - the only continent in the world experiencing less economic growth is Antarctica #Marr,leave,europe is not the only market in the world in fact - the only continent in the world experiencing less economic growth is antarctica <hashtag>
"Yet, several non-EU countries have done better at exporting to the EU since creation of single market than we have. #VoteLeave #Marr",leave,yet several non-eu countries have done better at exporting to the eu since creation of single market than we have <hashtag> <hashtag>
Even the pro-EU and EU-funded CBI say we will get a free trade deal with the EU #Marr,leave,even the pro-eu and eu-funded cbi say we will get a free trade deal with the eu <hashtag>
WATCH @David_Cameron announces in the House of Commons that he is a strong supporter of Turkey's EU membership #Marr https://t.co/rWEznmOhDf,leave,watch announces in the house of commons that he is a strong supporter of turkey's eu membership <hashtag> <url>
"Democracy &amp; NATO are key to peace in Europe, but EU is undemocratic. Even @stellacreasy &amp; @HarrietHarman can't name 5 Presidents of EU #Marr",stay,democracy amp ; nato are key to peace in europe but eu is undemocratic even amp ; can't name <number> presidents of eu <hashtag>
There is a free trade zone from Iceland to the borders of Turkey. We will be part of that after we #VoteLeave #Marr,leave,there is a free trade zone from iceland to the borders of turkey we will be part of that after we <hashtag> <hashtag>
Explosive in Sunday Times: Leaked UK plan to open doors for 1m Turks https://t.co/O1IR6UqDFH #marr,stay,explosive in sunday times : leaked uk plan to open doors for <number> m turks <url> <hashtag>
PM warning on pensions is desperate stuff from 'IN' campaign. No positive messages left to give #Marr,leave,pm warning on pensions is desperate stuff from ' in ' campaign no positive messages left to give <hashtag>
British diplomats secretly discussed granting visa-free travel to UK for 1 million Turks: https://t.co/LLSKuNVkvw https://t.co/l1zlMJomou,leave,british diplomats secretly discussed granting visa-free travel to uk for <number> million turks : <url> <url>
Will the Prime Minister tell us whether he still wants to 'pave the road from Ankara to Brussels'? #Marr #VoteLeave https://t.co/TLpxsCQLXc,leave,will the prime minister tell us whether he still wants to ' pave the road from ankara to brussels ' <hashtag> <hashtag> <url>
Will the Prime Minister tell us whether he still wants to 'pave the road from Ankara to Brussels'? #Marr #VoteLeave https://t.co/TLpxsCQLXc,leave,will the prime minister tell us whether he still wants to ' pave the road from ankara to brussels ' <hashtag> <hashtag> <url>
"Correct that's because, Mr #Blair you never got a single big #EU decision right when #PM
#BRexit https://t.co/Tv6U5bH3Dl",leave,correct that's because mr <hashtag> you never got a single big <hashtag> decision right when <hashtag> <hashtag> <url>
Safer In #EU? No! No! No! Terrorists want the UK to STAY https://t.co/qLfOz27XhN Remember 7/7 Paris #Brussels #EUreferendum #remain #brexit,leave,safer in <hashtag> no no no terrorists want the uk to stay <url> remember <number> / <number> paris <hashtag> <hashtag> <hashtag> <hashtag>
This. https://t.co/WRtzpWsxiT,leave,this <url>
"We're going to be swamped by Turks and other foreigners, seems to be the extent of the brexit argument.#bbcqt",leave,we're going to be swamped by turks and other foreigners seems to be the extent of the brexit argument <hashtag>
"#Lexit not #brexit! Public event with great speakers incl MP Graham Stringer &amp; more. 4pm, 11th June @PHMMcr. #bbcqt https://t.co/gWsdq6b6kd",leave,<hashtag> not <hashtag> public event with great speakers incl mp graham stringer amp ; more <number> pm <number> th june <hashtag> <url>
@StrongerIn @StrongerInPress Last I heard it was 1 man/woman 1 vote. So the boss has 1 &amp; all his workers have 1 each #VoteLeave save the UK,leave,last i heard it was <number> man / woman <number> vote so the boss has <number> amp ; all his workers have <number> each <hashtag> save the uk
"good morning at the gym, persuaded an ""In"" that ""out"" was the best option, explaining TTIP usually does the trick #Brexit #winning",leave,"good morning at the gym persuaded an "" in "" that "" out "" was the best option explaining ttip usually does the trick <hashtag> <hashtag>"
Atlas Crumbles Under Weight of Italian Banks https://t.co/OgZHRKuTze via @MishGEA #EUref #VoteLeave #Brexit,leave,atlas crumbles under weight of italian banks <url> via <hashtag> <hashtag> <hashtag>
@austeni Well in accordance with [CCC 1883] and [CCC 1885] I think we can still vote for #Brexit,leave,well in accordance with [ c <elong> <number> ] and [ c <elong> <number> ] i think we can still vote for <hashtag>
@Independent hang on let's forget his presidential run. A billionaire businessman with investment in uk supports brexit.,leave,hang on let's forget his presidential run a billionaire businessman with investment in uk supports brexit
@jeremeycorbyn #VoteLeave,leave,<hashtag>
@davesdodgydad @morsild @MarkInNorthWest this is preparation for a #StrongerIn win narrative that says the #EUref wasn't fair 🙄,leave,this is preparation for a <hashtag> win narrative that says the <hashtag> wasn't fair 🙄
@LeaveEUOfficial https://t.co/hHdz2phKZw,leave,<url>
"And he used to be ""out"" until his business was captured by the EU regulatory system. #stockholmsyndrome @vote_leave  https://t.co/gs95FX6oDN",leave,"and he used to be "" out "" until his business was captured by the eu regulatory system <hashtag> <url>"
"@Arron_banks @StrongerInPress @vote_leave You can count the number of months before Turks have visa free access to the UK, post June 23!",leave,you can count the number of months before turks have visa free access to the uk post june <number>
"Donald Trump backs Brexit, saying UK would be 'better off' without EU https://t.co/4sXHzXDHwt",leave,donald trump backs brexit saying uk would be ' better off ' without eu <url>
@truclear are going to vote to be raped on a bus or do your prefer Brexit,leave,are going to vote to be raped on a bus or do your prefer brexit
@StrongerIn don't forget Putin. A man really on our side :-),leave,don't forget putin a man really on our side : -
Mike Betts: Remove #DavidCameron and #IainDuncanSmith as #PatronsofMotability - Sign the Petition! https://t.co/iEsqq80Vds via @UKChange,leave,mike betts : remove <hashtag> and <hashtag> as <hashtag> - sign the petition <url> via
@BBCNewsnight good advertisement for #Brexit @GetBritainOut @Greens4GO @vote_leave @LeaveEUOfficial Britain NOT @StrongerIn,leave,good advertisement for <hashtag> <elong> britain not
#VoteLeave https://t.co/MUJHnwQQ0h,leave,<hashtag> <url>
@charmayne11 opinion polls are slowly going brexit way by time 23rd of June we should win,leave,opinion polls are slowly going brexit way by time <number> rd of june we should win
https://t.co/O18HPmPFij yet another 100 or so reasons to leave @BrexitWatch #LeaveEU,leave,<url> yet another <number> or so reasons to leave <hashtag>
"""Left Leave"" #Brexit campaign: Apologists for nationalism and defenders of capitalism https://t.co/BfZlFck7SA
#EUreferendum",leave,""" left leave "" <hashtag> campaign : apologists for nationalism and defenders of capitalism <url> <hashtag>"
Spread the Word https://t.co/vTWUiNuBX1 #voteleave via @vote_leave,leave,spread the word <url> <hashtag> via
mad Merkel EU run down by Islam for Lobby industry - EU referendum: Donald Trump backs Brexit https://t.co/8ZZmJVkAsz,leave,mad merkel eu run down by islam for lobby industry - eu referendum : donald trump backs brexit <url>
Should we expect anything else! Begin to this Cameron is the supreme chancellor! #starwars #VoteLeave https://t.co/8NsMvJlDjb,leave,should we expect anything else begin to this cameron is the supreme chancellor <hashtag> <hashtag> <url>
Donald Trump backs Brexit - The Commentator https://t.co/JfU9UwZU9d,leave,donald trump backs brexit - the commentator <url>
"@zoesqwilliams I'm voting for democracy, internationalism and the global south, and think an EU-based crisis extremely likely. #Brexit",leave,i'm voting for democracy internationalism and the global south and think an eu-based crisis extremely likely <hashtag>
"@StrongerIn Article states ""The UK imports more than half of its gas from Europe, mostly from Norway"". Norway are not in the EU",leave,"article states "" the uk imports more than half of its gas from europe mostly from norway "" norway are not in the eu"
S'gonna be great - Trump as #POTUS &amp; Boris as PM. #SuchFun https://t.co/6yv48fAcUO,leave,s'gonna be great - trump as <hashtag> amp ; boris as pm <hashtag> <url>
Excellent! Courtesy of #BrexitMK https://t.co/l5XyDWdA2S @vote_leave,leave,excellent courtesy of <hashtag> <url>
EU: New refugee quotas in EU! Nations will have to pay £200.000 per refugee they refuse. That is blackmail! #LeaveEU https://t.co/ydHVOpnt0r,leave,eu : new refugee quotas in eu nations will have to pay <number> per refugee they refuse that is blackmail <hashtag> <url>
I have just heard rave reviews about @JacobReesMogg #Brexit talk @warwickuni tonight  https://t.co/Z5OH825bmo,leave,i have just heard rave reviews about <hashtag> talk tonight <url>
#Remain #RemainInEU @StrongerIn time to #TakeControl time to #VoteLeave and #Brexit https://t.co/bsb6syCAql,leave,<hashtag> <hashtag> time to <hashtag> time to <hashtag> and <hashtag> <url>
"@AndrewDuffEU @policynetwork
I've been thinking about the immediate response to a vote for Brexit:
https://t.co/grFklF9oRD",leave,i've been thinking about the immediate response to a vote for brexit : <url>
"Donald Trump backs Brexit, saying UK would be 'better off' without EU https://t.co/RVMbvxwBrG",leave,donald trump backs brexit saying uk would be ' better off ' without eu <url>
@JTGCharalambous @SaveTrentPark Well done Jason you are still fighting to preserve our local English heritage.Hope you are supporting Brexit,leave,well done jason you are still fighting to preserve our local english heritagehope you are supporting brexit
@SkyNews It's funny how all these world leaders are speaking out against #Brexit whilst holding hands with Cameron.,leave,it's funny how all these world leaders are speaking out against <hashtag> whilst holding hands with cameron
@jamesoxby I agree James Brexit will be the catalyst for EU break up which is what most of the EU population want!! Freedom from EU tyranny,leave,i agree james brexit will be the catalyst for eu break up which is what most of the eu population want freedom from eu tyranny
"@55Massey I've read so many tweets of people thinking by voting tory they are somehow wanting to stay in the EU, it's just not true #Brexit",leave,i've read so many tweets of people thinking by voting tory they are somehow wanting to stay in the eu it's just not true <hashtag>
Safer In #EU? No! No! No! Terrorists want the UK to STAY https://t.co/qLfOz2py9l Remember 7/7 Paris #Brussels #EUreferendum #remain #brexit,leave,safer in <hashtag> no no no terrorists want the uk to stay <url> remember <number> / <number> paris <hashtag> <hashtag> <hashtag> <hashtag>
"Royal Navy fires warning shot at Spanish boat 'hassling' US sub  These are our friends ??????#EU #Brexit

https://t.co/Q5aFIOEQFq",leave,royal navy fires warning shot at spanish boat ' hassling ' us sub these are our friends <hashtag> <hashtag> <url>
